The table below was downloaded from the NIST Atomic Spectra Database Ionization Energies Form (https://physics.nist.gov/PhysRefData/ASD/ionEnergy.html) selecting all elemental species (H-Ds) in the January of 2022.
Notes:
(a) If the listed ionization energy is blank, it is unknown. Only the ground state is known.
(b) Uncertainties of some of the listed values are unknown. 
If you did not find the data you need, please inform the ASD Team.
----------------------------------------------------------------------------------------------------------------------------------------
At. num | Sp. Name      | Ion Charge | El. Name      |      Ionization Energy (a) (eV)      | Uncertainty (b) (eV) | References
     91 | Pa LXXV       |        +74 | Protactinium  |    (9620)                            |    90                |           L8672c99
     91 | Pa LXXVI      |        +75 | Protactinium  |    (9790)                            |   100                |           L8672c99
     91 | Pa LXXVII     |        +76 | Protactinium  |    (9950)                            |   110                |           L8672c99
     91 | Pa LXXVIII    |        +77 | Protactinium  |   (11100)                            |   120                |           L8672c99
     91 | Pa LXXIX      |        +78 | Protactinium  |   (11290)                            |   120                |           L8672c99
     91 | Pa LXXX       |        +79 | Protactinium  |   (11660)                            |   140                |           L8672c99
     91 | Pa LXXXI      |        +80 | Protactinium  |   (11840)                            |   150                |           L8672c99
     91 | Pa LXXXII     |        +81 | Protactinium  |   (24660)                            |   160                |           L8672c99
     91 | Pa LXXXIII    |        +82 | Protactinium  |   (25080)                            |   170                |           L8672c99
     91 | Pa LXXXIV     |        +83 | Protactinium  |   (25540)                            |   190                |           L8672c99
     91 | Pa LXXXV      |        +84 | Protactinium  |   (25970)                            |   200                |           L8672c99
     91 | Pa LXXXVI     |        +85 | Protactinium  |   (30230)                            |   220                |           L8672c99
     91 | Pa LXXXVII    |        +86 | Protactinium  |   (30800)                            |   240                |           L8672c99
     91 | Pa LXXXVIII   |        +87 | Protactinium  |   (31520)                            |   250                |           L8672c99
     91 | Pa LXXXIX     |        +88 | Protactinium  |   (31971.6)                          |     0.6              |          L16264c99
     91 | Pa XC         |        +89 | Protactinium  |  (126296.6)                          |     1.0              |             L10054
     91 | Pa XCI        |        +90 | Protactinium  |  (128507.1)                          |     2.5              |              L7188
     92 | U I           |          0 | Uranium       |        6.19405                       |     0.00006          |        L5494,L7765
     92 | U II          |         +1 | Uranium       |       11.6                           |     0.4              |             L14620
     92 | U III         |         +2 | Uranium       |       19.8                           |     0.3              |             L14620
     92 | U IV          |         +3 | Uranium       |       36.7                           |     1.0              |             L14620
     92 | U V           |         +4 | Uranium       |      (46.0)                          |     1.9              |           L8672c99
     92 | U VI          |         +5 | Uranium       |      [62.0]                          |     1.6              |             L14620
     92 | U VII         |         +6 | Uranium       |      (89.0)                          |     2.0              |           L8672c99
     92 | U VIII        |         +7 | Uranium       |     (101.0)                          |     2.1              |           L8672c99
     92 | U IX          |         +8 | Uranium       |     (116.0)                          |     2.2              |           L8672c99
     92 | U X           |         +9 | Uranium       |     (128.9)                          |     2.2              |           L8672c99
     92 | U XI          |        +10 | Uranium       |     (158.0)                          |     2.4              |           L8672c99
     92 | U XII         |        +11 | Uranium       |     (173.0)                          |     2.5              |           L8672c99
     92 | U XIII        |        +12 | Uranium       |     (210)                            |     3                |           L8672c99
     92 | U XIV         |        +13 | Uranium       |     (227)                            |     3                |           L8672c99
     92 | U XV          |        +14 | Uranium       |     (323)                            |     3                |           L8672c99
     92 | U XVI         |        +15 | Uranium       |     (348)                            |     3                |           L8672c99
     92 | U XVII        |        +16 | Uranium       |     (375)                            |     3                |           L8672c99
     92 | U XVIII       |        +17 | Uranium       |     (402)                            |     3                |           L8672c99
     92 | U XIX         |        +18 | Uranium       |     (431)                            |     3                |           L8672c99
     92 | U XX          |        +19 | Uranium       |     (458)                            |     4                |           L8672c99
     92 | U XXI         |        +20 | Uranium       |     (497)                            |     4                |           L8672c99
     92 | U XXII        |        +21 | Uranium       |     (525)                            |     4                |           L8672c99
     92 | U XXIII       |        +22 | Uranium       |     (557)                            |     4                |           L8672c99
     92 | U XXIV        |        +23 | Uranium       |     (585)                            |     4                |           L8672c99
     92 | U XXV         |        +24 | Uranium       |     (730)                            |    40                |               L582
     92 | U XXVI        |        +25 | Uranium       |     (770)                            |    40                |               L582
     92 | U XXVII       |        +26 | Uranium       |     (800)                            |    40                |               L582
     92 | U XXVIII      |        +27 | Uranium       |     (840)                            |    40                |               L582
     92 | U XXIX        |        +28 | Uranium       |     (930)                            |    50                |               L582
     92 | U XXX         |        +29 | Uranium       |     (970)                            |    50                |               L582
     92 | U XXXI        |        +30 | Uranium       |    (1070)                            |    50                |               L582
     92 | U XXXII       |        +31 | Uranium       |    (1110)                            |    60                |               L582
     92 | U XXXIII      |        +32 | Uranium       |    (1210)                            |    60                |               L582
     92 | U XXXIV       |        +33 | Uranium       |    (1290)                            |    60                |               L582
     92 | U XXXV        |        +34 | Uranium       |    (1370)                            |    70                |               L582
     92 | U XXXVI       |        +35 | Uranium       |    (1440)                            |    70                |               L582
     92 | U XXXVII      |        +36 | Uranium       |    (1520)                            |    80                |               L582
     92 | U XXXVIII     |        +37 | Uranium       |    (1590)                            |    80                |               L582
     92 | U XXXIX       |        +38 | Uranium       |    (1670)                            |    80                |               L582
     92 | U XL          |        +39 | Uranium       |    (1750)                            |    90                |               L582
     92 | U XLI         |        +40 | Uranium       |    (1830)                            |    90                |               L582
     92 | U XLII        |        +41 | Uranium       |    (1910)                            |   100                |               L582
     92 | U XLIII       |        +42 | Uranium       |    (1990)                            |   100                |               L582
     92 | U XLIV        |        +43 | Uranium       |    (2070)                            |   100                |               L582
     92 | U XLV         |        +44 | Uranium       |    (2140)                            |   110                |               L582
     92 | U XLVI        |        +45 | Uranium       |    (2220)                            |   110                |               L582
     92 | U XLVII       |        +46 | Uranium       |    (2578)                            |     4                |           L8672c99
     92 | U XLVIII      |        +47 | Uranium       |    (2646)                            |     4                |           L8672c99
     92 | U XLIX        |        +48 | Uranium       |    (2718)                            |     4                |           L8672c99
     92 | U L           |        +49 | Uranium       |    (2794)                            |     4                |           L8672c99
     92 | U LI          |        +50 | Uranium       |    (2867)                            |     4                |           L8672c99
     92 | U LII         |        +51 | Uranium       |    (2938)                            |     4                |           L8672c99
     92 | U LIII        |        +52 | Uranium       |    (3073)                            |     4                |           L8672c99
     92 | U LIV         |        +53 | Uranium       |    (3147)                            |     5                |           L8672c99
     92 | U LV          |        +54 | Uranium       |    (3228)                            |     5                |           L8672c99
     92 | U LVI         |        +55 | Uranium       |    (3301)                            |     5                |           L8672c99
     92 | U LVII        |        +56 | Uranium       |    (3602)                            |     5                |           L8672c99
     92 | U LVIII       |        +57 | Uranium       |    (3675)                            |     6                |           L8672c99
     92 | U LIX         |        +58 | Uranium       |    (3753)                            |     6                |           L8672c99
     92 | U LX          |        +59 | Uranium       |    (3827)                            |     7                |           L8672c99
     92 | U LXI         |        +60 | Uranium       |    (4214)                            |    10                |           L8672c99
     92 | U LXII        |        +61 | Uranium       |    (4299)                            |    12                |           L8672c99
     92 | U LXIII       |        +62 | Uranium       |    (4513)                            |    15                |           L8672c99
     92 | U LXIV        |        +63 | Uranium       |    [4598]                            |     5                |             L10278
     92 | U LXV         |        +64 | Uranium       |    (7393)                            |    24                |           L8672c99
     92 | U LXVI        |        +65 | Uranium       |    (7550)                            |    30                |           L8672c99
     92 | U LXVII       |        +66 | Uranium       |    (7730)                            |    40                |           L8672c99
     92 | U LXVIII      |        +67 | Uranium       |    (7910)                            |    40                |           L8672c99
     92 | U LXIX        |        +68 | Uranium       |    (8090)                            |    50                |           L8672c99
     92 | U LXX         |        +69 | Uranium       |    (8260)                            |    50                |           L8672c99
     92 | U LXXI        |        +70 | Uranium       |    (8650)                            |    60                |           L8672c99
     92 | U LXXII       |        +71 | Uranium       |    (8830)                            |    60                |           L8672c99
     92 | U LXXIII      |        +72 | Uranium       |    (9030)                            |    70                |           L8672c99
     92 | U LXXIV       |        +73 | Uranium       |    (9210)                            |    90                |           L8672c99
     92 | U LXXV        |        +74 | Uranium       |    (9720)                            |    90                |           L8672c99
     92 | U LXXVI       |        +75 | Uranium       |    (9870)                            |   100                |           L8672c99
     92 | U LXXVII      |        +76 | Uranium       |   (10040)                            |   110                |           L8672c99
     92 | U LXXVIII     |        +77 | Uranium       |   (10200)                            |   120                |           L8672c99
     92 | U LXXIX       |        +78 | Uranium       |   (11410)                            |   120                |           L8672c99
     92 | U LXXX        |        +79 | Uranium       |   (11600)                            |   140                |           L8672c99
     92 | U LXXXI       |        +80 | Uranium       |   (11990)                            |   150                |           L8672c99
     92 | U LXXXII      |        +81 | Uranium       |   (12160)                            |   160                |           L8672c99
     92 | U LXXXIII     |        +82 | Uranium       |   (25260)                            |   170                |           L8672c99
     92 | U LXXXIV      |        +83 | Uranium       |   (25680)                            |   190                |           L8672c99
     92 | U LXXXV       |        +84 | Uranium       |   (26150)                            |   200                |           L8672c99
     92 | U LXXXVI      |        +85 | Uranium       |   (26590)                            |   220                |           L8672c99
     92 | U LXXXVII     |        +86 | Uranium       |   (31060)                            |   240                |           L8672c99
     92 | U LXXXVIII    |        +87 | Uranium       |   (31640)                            |   250                |           L8672c99
     92 | U LXXXIX      |        +88 | Uranium       |   (32400)                            |   300                |           L8672c99
     92 | U XC          |        +89 | Uranium       |   (32836.5)                          |     0.6              |          L16264c99
     92 | U XCI         |        +90 | Uranium       |  (129570.3)                          |     0.6              |             L12128
     92 | U XCII        |        +91 | Uranium       |  (131821)                            |     3                |              L7188
     93 | Np I          |          0 | Neptunium     |        6.26554                       |     0.00025          |             L15992
     93 | Np II         |         +1 | Neptunium     |      [11.5]                          |     0.4              |          L13741c99
     93 | Np III        |         +2 | Neptunium     |      [19.7]                          |     0.4              |          L13741c99
     93 | Np IV         |         +3 | Neptunium     |      [33.8]                          |     0.4              |          L13741c99
     93 | Np V          |         +4 | Neptunium     |      (48.0)                          |     1.9              |           L8672c99
     93 | Np VI         |         +5 | Neptunium     |      (65.0)                          |     2.0              |           L8672c99
     93 | Np VII        |         +6 | Neptunium     |      (92)                            |     5                |               L582
     93 | Np VIII       |         +7 | Neptunium     |     (107)                            |     5                |               L582
     93 | Np IX         |         +8 | Neptunium     |     (121)                            |     6                |               L582
     93 | Np X          |         +9 | Neptunium     |     (136)                            |     7                |               L582
     93 | Np XI         |        +10 | Neptunium     |     (151)                            |     8                |               L582
     93 | Np XII        |        +11 | Neptunium     |     (179.0)                          |     2.5              |           L8672c99
     93 | Np XIII       |        +12 | Neptunium     |     (196)                            |     3                |           L8672c99
     93 | Np XIV        |        +13 | Neptunium     |     (233)                            |     3                |           L8672c99
     93 | Np XV         |        +14 | Neptunium     |     (252)                            |     3                |           L8672c99
     93 | Np XVI        |        +15 | Neptunium     |     (355)                            |     3                |           L8672c99
     93 | Np XVII       |        +16 | Neptunium     |     (382)                            |     3                |           L8672c99
     93 | Np XVIII      |        +17 | Neptunium     |     (408)                            |     3                |           L8672c99
     93 | Np XIX        |        +18 | Neptunium     |     (438)                            |     3                |           L8672c99
     93 | Np XX         |        +19 | Neptunium     |     (466)                            |     4                |           L8672c99
     93 | Np XXI        |        +20 | Neptunium     |     (495)                            |     4                |           L8672c99
     93 | Np XXII       |        +21 | Neptunium     |     (535)                            |     4                |           L8672c99
     93 | Np XXIII      |        +22 | Neptunium     |     (565)                            |     4                |           L8672c99
     93 | Np XXIV       |        +23 | Neptunium     |     (596)                            |     4                |           L8672c99
     93 | Np XXV        |        +24 | Neptunium     |     (626)                            |     4                |           L8672c99
     93 | Np XXVI       |        +25 | Neptunium     |     (770)                            |    40                |               L582
     93 | Np XXVII      |        +26 | Neptunium     |     (810)                            |    40                |               L582
     93 | Np XXVIII     |        +27 | Neptunium     |     (850)                            |    40                |               L582
     93 | Np XXIX       |        +28 | Neptunium     |     (880)                            |    40                |               L582
     93 | Np XXX        |        +29 | Neptunium     |     (980)                            |    50                |               L582
     93 | Np XXXI       |        +30 | Neptunium     |    (1020)                            |    50                |               L582
     93 | Np XXXII      |        +31 | Neptunium     |    (1130)                            |    60                |               L582
     93 | Np XXXIII     |        +32 | Neptunium     |    (1170)                            |    60                |               L582
     93 | Np XXXIV      |        +33 | Neptunium     |    (1280)                            |    60                |               L582
     93 | Np XXXV       |        +34 | Neptunium     |    (1360)                            |    70                |               L582
     93 | Np XXXVI      |        +35 | Neptunium     |    (1430)                            |    70                |               L582
     93 | Np XXXVII     |        +36 | Neptunium     |    (1510)                            |    70                |               L582
     93 | Np XXXVIII    |        +37 | Neptunium     |    (1590)                            |    80                |               L582
     93 | Np XXXIX      |        +38 | Neptunium     |    (1670)                            |    80                |               L582
     93 | Np XL         |        +39 | Neptunium     |    (1740)                            |    90                |               L582
     93 | Np XLI        |        +40 | Neptunium     |    (1820)                            |    90                |               L582
     93 | Np XLII       |        +41 | Neptunium     |    (1910)                            |   100                |               L582
     93 | Np XLIII      |        +42 | Neptunium     |    (1990)                            |   100                |               L582
     93 | Np XLIV       |        +43 | Neptunium     |    (2070)                            |   100                |               L582
     93 | Np XLV        |        +44 | Neptunium     |    (2140)                            |   110                |               L582
     93 | Np XLVI       |        +45 | Neptunium     |    (2230)                            |   110                |               L582
     93 | Np XLVII      |        +46 | Neptunium     |    (2310)                            |   110                |               L582
     93 | Np XLVIII     |        +47 | Neptunium     |    (2675)                            |     4                |           L8672c99
     93 | Np XLIX       |        +48 | Neptunium     |    (2745)                            |     4                |           L8672c99
     93 | Np L          |        +49 | Neptunium     |    (2817)                            |     4                |           L8672c99
     93 | Np LI         |        +50 | Neptunium     |    (2894)                            |     4                |           L8672c99
     93 | Np LII        |        +51 | Neptunium     |    (2969)                            |     4                |           L8672c99
     93 | Np LIII       |        +52 | Neptunium     |    (3041)                            |     4                |           L8672c99
     93 | Np LIV        |        +53 | Neptunium     |    (3181)                            |     5                |           L8672c99
     93 | Np LV         |        +54 | Neptunium     |    (3255)                            |     5                |           L8672c99
     93 | Np LVI        |        +55 | Neptunium     |    (3338)                            |     5                |           L8672c99
     93 | Np LVII       |        +56 | Neptunium     |    (3413)                            |     5                |           L8672c99
     93 | Np LVIII      |        +57 | Neptunium     |    (3718)                            |     6                |           L8672c99
     93 | Np LIX        |        +58 | Neptunium     |    (3792)                            |     6                |           L8672c99
     93 | Np LX         |        +59 | Neptunium     |    (3872)                            |     7                |           L8672c99
     93 | Np LXI        |        +60 | Neptunium     |    (3947)                            |    10                |           L8672c99
     93 | Np LXII       |        +61 | Neptunium     |    (4353)                            |    12                |           L8672c99
     93 | Np LXIII      |        +62 | Neptunium     |    (4441)                            |    15                |           L8672c99
     93 | Np LXIV       |        +63 | Neptunium     |    (4658)                            |    19                |           L8672c99
     93 | Np LXV        |        +64 | Neptunium     |    (4744)                            |    24                |           L8672c99
     93 | Np LXVI       |        +65 | Neptunium     |    (7610)                            |    30                |           L8672c99
     93 | Np LXVII      |        +66 | Neptunium     |    (7770)                            |    40                |           L8672c99
     93 | Np LXVIII     |        +67 | Neptunium     |    (7950)                            |    40                |           L8672c99
     93 | Np LXIX       |        +68 | Neptunium     |    (8130)                            |    50                |           L8672c99
     93 | Np LXX        |        +69 | Neptunium     |    (8310)                            |    50                |           L8672c99
     93 | Np LXXI       |        +70 | Neptunium     |    (8480)                            |    60                |           L8672c99
     93 | Np LXXII      |        +71 | Neptunium     |    (8890)                            |    60                |           L8672c99
     93 | Np LXXIII     |        +72 | Neptunium     |    (9070)                            |    70                |           L8672c99
     93 | Np LXXIV      |        +73 | Neptunium     |    (9270)                            |    90                |           L8672c99
     93 | Np LXXV       |        +74 | Neptunium     |    (9450)                            |    90                |           L8672c99
     93 | Np LXXVI      |        +75 | Neptunium     |    (9970)                            |   100                |           L8672c99
     93 | Np LXXVII     |        +76 | Neptunium     |   (10130)                            |   110                |           L8672c99
     93 | Np LXXVIII    |        +77 | Neptunium     |   (10300)                            |   120                |           L8672c99
     93 | Np LXXIX      |        +78 | Neptunium     |   (10470)                            |   120                |           L8672c99
     93 | Np LXXX       |        +79 | Neptunium     |   (11730)                            |   140                |           L8672c99
     93 | Np LXXXI      |        +80 | Neptunium     |   (11930)                            |   150                |           L8672c99
     93 | Np LXXXII     |        +81 | Neptunium     |   (12320)                            |   160                |           L8672c99
     93 | Np LXXXIII    |        +82 | Neptunium     |   (12500)                            |   170                |           L8672c99
     93 | Np LXXXIV     |        +83 | Neptunium     |   (25870)                            |   190                |           L8672c99
     93 | Np LXXXV      |        +84 | Neptunium     |   (26300)                            |   200                |           L8672c99
     93 | Np LXXXVI     |        +85 | Neptunium     |   (26770)                            |   220                |           L8672c99
     93 | Np LXXXVII    |        +86 | Neptunium     |   (27210)                            |   240                |           L8672c99
     93 | Np LXXXVIII   |        +87 | Neptunium     |   (31910)                            |   250                |           L8672c99
     93 | Np LXXXIX     |        +88 | Neptunium     |   (32500)                            |   300                |           L8672c99
     93 | Np XC         |        +89 | Neptunium     |   (33300)                            |   300                |           L8672c99
     93 | Np XCI        |        +90 | Neptunium     |   (33722.2)                          |     0.7              |          L16264c99
     93 | Np XCII       |        +91 | Neptunium     |  (132901.8)                          |     1.1              |             L10054
     93 | Np XCIII      |        +92 | Neptunium     |  (135202)                            |     3                |              L7188
     94 | Pu I          |          0 | Plutonium     |        6.02576                       |     0.00025          |      L15992,L11260
     94 | Pu II         |         +1 | Plutonium     |      [11.5]                          |     0.4              |          L13741c99
     94 | Pu III        |         +2 | Plutonium     |      [21.1]                          |     0.4              |          L13741c99
     94 | Pu IV         |         +3 | Plutonium     |      [35.0]                          |     0.4              |          L13741c99
     94 | Pu V          |         +4 | Plutonium     |      (49.0)                          |     1.9              |           L8672c99
     94 | Pu VI         |         +5 | Plutonium     |      (80)                            |     4                |               L582
     94 | Pu VII        |         +6 | Plutonium     |      (95)                            |     5                |               L582
     94 | Pu VIII       |         +7 | Plutonium     |     (109)                            |     5                |               L582
     94 | Pu IX         |         +8 | Plutonium     |     (124)                            |     6                |               L582
     94 | Pu X          |         +9 | Plutonium     |     (139)                            |     7                |               L582
     94 | Pu XI         |        +10 | Plutonium     |     (159)                            |     8                |               L582
     94 | Pu XII        |        +11 | Plutonium     |     (179)                            |     9                |               L582
     94 | Pu XIII       |        +12 | Plutonium     |     (200)                            |     3                |           L8672c99
     94 | Pu XIV        |        +13 | Plutonium     |     (219)                            |     3                |           L8672c99
     94 | Pu XV         |        +14 | Plutonium     |     (258)                            |     3                |           L8672c99
     94 | Pu XVI        |        +15 | Plutonium     |     (278)                            |     3                |           L8672c99
     94 | Pu XVII       |        +16 | Plutonium     |     (389)                            |     3                |           L8672c99
     94 | Pu XVIII      |        +17 | Plutonium     |     (416)                            |     3                |           L8672c99
     94 | Pu XIX        |        +18 | Plutonium     |     (444)                            |     3                |           L8672c99
     94 | Pu XX         |        +19 | Plutonium     |     (474)                            |     4                |           L8672c99
     94 | Pu XXI        |        +20 | Plutonium     |     (503)                            |     4                |           L8672c99
     94 | Pu XXII       |        +21 | Plutonium     |     (532)                            |     4                |           L8672c99
     94 | Pu XXIII      |        +22 | Plutonium     |     (575)                            |     4                |           L8672c99
     94 | Pu XXIV       |        +23 | Plutonium     |     (605)                            |     4                |           L8672c99
     94 | Pu XXV        |        +24 | Plutonium     |     (637)                            |     4                |           L8672c99
     94 | Pu XXVI       |        +25 | Plutonium     |     (668)                            |     4                |           L8672c99
     94 | Pu XXVII      |        +26 | Plutonium     |     (820)                            |    40                |               L582
     94 | Pu XXVIII     |        +27 | Plutonium     |     (850)                            |    40                |               L582
     94 | Pu XXIX       |        +28 | Plutonium     |     (890)                            |    40                |               L582
     94 | Pu XXX        |        +29 | Plutonium     |     (930)                            |    50                |               L582
     94 | Pu XXXI       |        +30 | Plutonium     |    (1030)                            |    50                |               L582
     94 | Pu XXXII      |        +31 | Plutonium     |    (1070)                            |    50                |               L582
     94 | Pu XXXIII     |        +32 | Plutonium     |    (1180)                            |    60                |               L582
     94 | Pu XXXIV      |        +33 | Plutonium     |    (1220)                            |    60                |               L582
     94 | Pu XXXV       |        +34 | Plutonium     |    (1340)                            |    70                |               L582
     94 | Pu XXXVI      |        +35 | Plutonium     |    (1420)                            |    70                |               L582
     94 | Pu XXXVII     |        +36 | Plutonium     |    (1500)                            |    70                |               L582
     94 | Pu XXXVIII    |        +37 | Plutonium     |    (1580)                            |    70                |               L582
     94 | Pu XXXIX      |        +38 | Plutonium     |    (1660)                            |    80                |               L582
     94 | Pu XL         |        +39 | Plutonium     |    (1740)                            |    90                |               L582
     94 | Pu XLI        |        +40 | Plutonium     |    (1820)                            |    90                |               L582
     94 | Pu XLII       |        +41 | Plutonium     |    (1890)                            |    90                |               L582
     94 | Pu XLIII      |        +42 | Plutonium     |    (1990)                            |   100                |               L582
     94 | Pu XLIV       |        +43 | Plutonium     |    (2070)                            |   100                |               L582
     94 | Pu XLV        |        +44 | Plutonium     |    (2150)                            |   110                |               L582
     94 | Pu XLVI       |        +45 | Plutonium     |    (2230)                            |   110                |               L582
     94 | Pu XLVII      |        +46 | Plutonium     |    (2310)                            |   110                |               L582
     94 | Pu XLVIII     |        +47 | Plutonium     |    (2390)                            |   120                |               L582
     94 | Pu XLIX       |        +48 | Plutonium     |    (2774)                            |     4                |           L8672c99
     94 | Pu L          |        +49 | Plutonium     |    (2844)                            |     4                |           L8672c99
     94 | Pu LI         |        +50 | Plutonium     |    (2918)                            |     4                |           L8672c99
     94 | Pu LII        |        +51 | Plutonium     |    (2997)                            |     4                |           L8672c99
     94 | Pu LIII       |        +52 | Plutonium     |    (3072)                            |     4                |           L8672c99
     94 | Pu LIV        |        +53 | Plutonium     |    (3146)                            |     5                |           L8672c99
     94 | Pu LV         |        +54 | Plutonium     |    (3290)                            |     5                |           L8672c99
     94 | Pu LVI        |        +55 | Plutonium     |    (3366)                            |     5                |           L8672c99
     94 | Pu LVII       |        +56 | Plutonium     |    (3449)                            |     5                |           L8672c99
     94 | Pu LVIII      |        +57 | Plutonium     |    (3527)                            |     6                |           L8672c99
     94 | Pu LIX        |        +58 | Plutonium     |    (3836)                            |     6                |           L8672c99
     94 | Pu LX         |        +59 | Plutonium     |    (3911)                            |     7                |           L8672c99
     94 | Pu LXI        |        +60 | Plutonium     |    (3993)                            |    10                |           L8672c99
     94 | Pu LXII       |        +61 | Plutonium     |    (4068)                            |    12                |           L8672c99
     94 | Pu LXIII      |        +62 | Plutonium     |    (4496)                            |    15                |           L8672c99
     94 | Pu LXIV       |        +63 | Plutonium     |    (4585)                            |    19                |           L8672c99
     94 | Pu LXV        |        +64 | Plutonium     |    (4807)                            |    24                |           L8672c99
     94 | Pu LXVI       |        +65 | Plutonium     |    (4890)                            |    30                |           L8672c99
     94 | Pu LXVII      |        +66 | Plutonium     |    (7830)                            |    40                |           L8672c99
     94 | Pu LXVIII     |        +67 | Plutonium     |    (7990)                            |    40                |           L8672c99
     94 | Pu LXIX       |        +68 | Plutonium     |    (8170)                            |    50                |           L8672c99
     94 | Pu LXX        |        +69 | Plutonium     |    (8360)                            |    50                |           L8672c99
     94 | Pu LXXI       |        +70 | Plutonium     |    (8540)                            |    60                |           L8672c99
     94 | Pu LXXII      |        +71 | Plutonium     |    (8710)                            |    60                |           L8672c99
     94 | Pu LXXIII     |        +72 | Plutonium     |    (9130)                            |    70                |           L8672c99
     94 | Pu LXXIV      |        +73 | Plutonium     |    (9310)                            |    90                |           L8672c99
     94 | Pu LXXV       |        +74 | Plutonium     |    (9520)                            |    90                |           L8672c99
     94 | Pu LXXVI      |        +75 | Plutonium     |    (9700)                            |   100                |           L8672c99
     94 | Pu LXXVII     |        +76 | Plutonium     |   (10230)                            |   110                |           L8672c99
     94 | Pu LXXVIII    |        +77 | Plutonium     |   (10390)                            |   120                |           L8672c99
     94 | Pu LXXIX      |        +78 | Plutonium     |   (10570)                            |   120                |           L8672c99
     94 | Pu LXXX       |        +79 | Plutonium     |   (10730)                            |   140                |           L8672c99
     94 | Pu LXXXI      |        +80 | Plutonium     |   (12060)                            |   150                |           L8672c99
     94 | Pu LXXXII     |        +81 | Plutonium     |   (12260)                            |   160                |           L8672c99
     94 | Pu LXXXIII    |        +82 | Plutonium     |   (12660)                            |   170                |           L8672c99
     94 | Pu LXXXIV     |        +83 | Plutonium     |   (12840)                            |   190                |           L8672c99
     94 | Pu LXXXV      |        +84 | Plutonium     |   (26480)                            |   200                |           L8672c99
     94 | Pu LXXXVI     |        +85 | Plutonium     |   (26920)                            |   220                |           L8672c99
     94 | Pu LXXXVII    |        +86 | Plutonium     |   (27400)                            |   240                |           L8672c99
     94 | Pu LXXXVIII   |        +87 | Plutonium     |   (27840)                            |   250                |           L8672c99
     94 | Pu LXXXIX     |        +88 | Plutonium     |   (32800)                            |   300                |           L8672c99
     94 | Pu XC         |        +89 | Plutonium     |   (33400)                            |   300                |           L8672c99
     94 | Pu XCI        |        +90 | Plutonium     |   (34100)                            |   300                |           L8672c99
     94 | Pu XCII       |        +91 | Plutonium     |   (34625.8)                          |     0.7              |          L16264c99
     94 | Pu XCIII      |        +92 | Plutonium     |  (136299.2)                          |     1.1              |             L10054
     94 | Pu XCIV       |        +93 | Plutonium     |  (138646)                            |     3                |              L7188
     95 | Am I          |          0 | Americium     |        5.97381                       |     0.00025          |             L15992
     95 | Am II         |         +1 | Americium     |      [11.7]                          |     0.4              |          L13741c99
     95 | Am III        |         +2 | Americium     |      [21.7]                          |     0.4              |          L13741c99
     95 | Am IV         |         +3 | Americium     |      [36.8]                          |     0.4              |          L13741c99
     95 | Am V          |         +4 | Americium     |      (50.0)                          |     1.9              |           L8672c99
     95 | Am VI         |         +5 | Americium     |      (67.9)                          |     2.0              |           L8672c99
     95 | Am VII        |         +6 | Americium     |      (95)                            |     5                |               L582
     95 | Am VIII       |         +7 | Americium     |     (110)                            |     6                |               L582
     95 | Am IX         |         +8 | Americium     |     (125)                            |     6                |               L582
     95 | Am X          |         +9 | Americium     |     (141)                            |     7                |               L582
     95 | Am XI         |        +10 | Americium     |     (163)                            |     8                |               L582
     95 | Am XII        |        +11 | Americium     |     (184)                            |     9                |               L582
     95 | Am XIII       |        +12 | Americium     |     (206)                            |    10                |               L582
     95 | Am XIV        |        +13 | Americium     |     (225)                            |     3                |           L8672c99
     95 | Am XV         |        +14 | Americium     |     (242)                            |     3                |           L8672c99
     95 | Am XVI        |        +15 | Americium     |     (284)                            |     3                |           L8672c99
     95 | Am XVII       |        +16 | Americium     |     (305)                            |     3                |           L8672c99
     95 | Am XVIII      |        +17 | Americium     |     (424)                            |     3                |           L8672c99
     95 | Am XIX        |        +18 | Americium     |     (451)                            |     3                |           L8672c99
     95 | Am XX         |        +19 | Americium     |     (481)                            |     4                |           L8672c99
     95 | Am XXI        |        +20 | Americium     |     (511)                            |     4                |           L8672c99
     95 | Am XXII       |        +21 | Americium     |     (541)                            |     4                |           L8672c99
     95 | Am XXIII      |        +22 | Americium     |     (571)                            |     4                |           L8672c99
     95 | Am XXIV       |        +23 | Americium     |     (616)                            |     4                |           L8672c99
     95 | Am XXV        |        +24 | Americium     |     (646)                            |     4                |           L8672c99
     95 | Am XXVI       |        +25 | Americium     |     (680)                            |     4                |           L8672c99
     95 | Am XXVII      |        +26 | Americium     |     (711)                            |     4                |           L8672c99
     95 | Am XXVIII     |        +27 | Americium     |     (870)                            |    40                |               L582
     95 | Am XXIX       |        +28 | Americium     |     (900)                            |    50                |               L582
     95 | Am XXX        |        +29 | Americium     |     (940)                            |    50                |               L582
     95 | Am XXXI       |        +30 | Americium     |     (980)                            |    50                |               L582
     95 | Am XXXII      |        +31 | Americium     |    (1090)                            |    50                |               L582
     95 | Am XXXIII     |        +32 | Americium     |    (1130)                            |    60                |               L582
     95 | Am XXXIV      |        +33 | Americium     |    (1240)                            |    60                |               L582
     95 | Am XXXV       |        +34 | Americium     |    (1280)                            |    60                |               L582
